id,global_rank,state_rank,state,name,city,latitude,longitude,roof_area_sqft,annual_rain_inches,annual_capture_gallons,cooling_tower_score,cooling_confidence,cooling_tower_distance_m,facility_score,water_cost_score,roof_geometry_quality_score,final_viability_score,opportunity_type,explanation,visual_notes,review_scope,review_status,primary_visual_source,satellite_review_status,satellite_context_observation,sentinel_landsat_note,gee_note,high_res_confirmation_note,usable_roof_observation,rooftop_obstruction_flag,rooftop_obstruction_notes,cooling_visual_support,cooling_visual_confidence,site_context_note,imagery_note,reviewed_by,reviewed_at,google_earth_link,gee_reference_link,high_res_confirmation_link,review_workflow
florida_d7d39718da36,253,226,Florida,,,30.380534,-81.78908,252579.11,54.57,8586959.79,0.1,0.3,501902.84472527495,1.0,0.1569,0.862,35.53,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.380534,-81.78908",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.380534%20-81.78908,"https://www.google.com/maps?q=30.380534,-81.78908&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_25579b4c2c73,254,227,Florida,,,25.856205,-80.375253,197664.35,54.57,6720016.65,0.1,0.3,1093344.3201732745,1.0,0.1569,0.866,35.53,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.856205,-80.375253",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.856205%20-80.375253,"https://www.google.com/maps?q=25.856205,-80.375253&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_6eac15446982,255,228,Florida,,,27.611698,-82.537669,138419.93,54.57,4705877.59,0.1,0.3,827533.0899188741,1.0,0.1569,0.8706,35.53,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.611698,-82.537669",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.611698%20-82.537669,"https://www.google.com/maps?q=27.611698,-82.537669&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_5c141cad799e,256,229,Florida,,,26.272722,-80.118343,128466.28,54.57,4367482.25,0.1,0.3,1053809.4061180835,1.0,0.1569,0.8718,35.53,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.272722,-80.118343",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.272722%20-80.118343,"https://www.google.com/maps?q=26.272722,-80.118343&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_55cf3ed25960,257,230,Florida,,,28.548993,-81.379931,110436.86,54.57,3754534.08,0.1,0.3,738215.9396853632,1.0,0.1569,0.8727,35.53,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.548993,-81.379931",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.548993%20-81.379931,"https://www.google.com/maps?q=28.548993,-81.379931&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_35b534256826,258,231,Florida,,,25.774676,-80.192793,178317.57,54.57,6062282.04,0.1,0.3,1109268.0786702416,1.0,0.1569,0.8673,35.52,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.774676,-80.192793",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.774676%20-80.192793,"https://www.google.com/maps?q=25.774676,-80.192793&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_d01c17088496,259,232,Florida,,,26.686068,-80.212544,156815.99,54.57,5331290.46,0.1,0.3,1001964.2884857252,1.0,0.1569,0.8687,35.52,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.686068,-80.212544",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.686068%20-80.212544,"https://www.google.com/maps?q=26.686068,-80.212544&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_ccb8c7be17b7,260,233,Florida,,,25.706496,-80.291283,137674.07,54.57,4680520.5,0.1,0.3,1113827.593294526,1.0,0.1569,0.8698,35.52,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.706496,-80.291283",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.706496%20-80.291283,"https://www.google.com/maps?q=25.706496,-80.291283&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_1c0b05c9b511,261,234,Florida,,,28.036817,-82.653208,119763.77,54.57,4071622.06,0.1,0.3,772942.9684288597,1.0,0.1569,0.8714,35.52,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.036817,-82.653208",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.036817%20-82.653208,"https://www.google.com/maps?q=28.036817,-82.653208&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_ba8fa09b8029,262,235,Florida,,,26.129189,-80.14129,113734.35,54.57,3866639.21,0.1,0.3,1069684.9529807516,1.0,0.1569,0.8715,35.52,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.129189,-80.14129",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.129189%20-80.14129,"https://www.google.com/maps?q=26.129189,-80.14129&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_aa8e45911b33,263,236,Florida,,,28.417924,-81.360937,448644.13,54.57,15252603.84,0.1,0.3,754688.5377166108,1.0,0.1569,0.8454,35.51,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.417924,-81.360937",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.417924%20-81.360937,"https://www.google.com/maps?q=28.417924,-81.360937&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_d20835a07b95,264,237,Florida,,,28.423452,-81.276426,244687.33,54.57,8318662.07,0.1,0.3,756871.7992027442,1.0,0.1569,0.8609,35.51,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.423452,-81.276426",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.423452%20-81.276426,"https://www.google.com/maps?q=28.423452,-81.276426&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_0826a0c79405,265,238,Florida,,,30.424159,-81.636922,234138.68,54.57,7960038.46,0.1,0.3,502908.5848035856,1.0,0.1569,0.8616,35.51,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.424159,-81.636922",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.424159%20-81.636922,"https://www.google.com/maps?q=30.424159,-81.636922&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_39ef6b018dda,266,239,Florida,,,28.629862,-81.826666,923784.3,54.57,31405996.46,0.1,0.3,714850.3146186294,1.0,0.1569,0.8079,35.5,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.629862,-81.826666",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.629862%20-81.826666,"https://www.google.com/maps?q=28.629862,-81.826666&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_c5d059ed34ff,267,240,Florida,,,30.341629,-81.771129,793777.28,54.57,26986133.5,0.1,0.3,507304.2461123618,1.0,0.1569,0.8186,35.5,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.341629,-81.771129",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.341629%20-81.771129,"https://www.google.com/maps?q=30.341629,-81.771129&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_7d2620e69f1a,268,241,Florida,,,25.856039,-80.335942,322812.42,54.57,10974689.35,0.1,0.3,1094708.548708758,1.0,0.1569,0.8544,35.5,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.856039,-80.335942",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.856039%20-80.335942,"https://www.google.com/maps?q=25.856039,-80.335942&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_9c928153a038,269,242,Florida,,,26.209073,-80.17117,130334.63,54.57,4431000.75,0.1,0.3,1059235.2453370178,1.0,0.1569,0.8691,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.209073,-80.17117",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.209073%20-80.17117,"https://www.google.com/maps?q=26.209073,-80.17117&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_3e4ae61730e3,270,243,Florida,,,30.331306,-81.749959,122703.4,54.57,4171560.99,0.1,0.3,509383.0885242146,1.0,0.1569,0.8692,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.331306,-81.749959",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.331306%20-81.749959,"https://www.google.com/maps?q=30.331306,-81.749959&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_a8c864e1044b,271,244,Florida,,,30.285392,-81.50937,115981.89,54.57,3943049.07,0.1,0.3,524932.5523559208,1.0,0.1569,0.87,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.285392,-81.50937",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.285392%20-81.50937,"https://www.google.com/maps?q=30.285392,-81.50937&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_bd6c24ff1de5,272,245,Florida,,,28.460465,-81.4514,114578.29,54.57,3895330.73,0.1,0.3,746596.8327310041,1.0,0.1569,0.8701,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.460465,-81.4514",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.460465%20-81.4514,"https://www.google.com/maps?q=28.460465,-81.4514&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_eeb69b508ee8,273,246,Florida,,,26.40389,-80.111388,113958.88,54.57,3874272.58,0.1,0.3,1038796.95484433,1.0,0.1569,0.8695,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.40389,-80.111388",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.40389%20-80.111388,"https://www.google.com/maps?q=26.40389,-80.111388&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_f8e0774baff5,274,247,Florida,,,25.797728,-80.319907,110848.79,54.57,3768538.51,0.1,0.3,1102118.753213888,1.0,0.1569,0.8704,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/25.797728,-80.319907",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2025.797728%20-80.319907,"https://www.google.com/maps?q=25.797728,-80.319907&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_764984925884,275,248,Florida,,,28.614218,-81.432177,107788.31,54.57,3664491.03,0.1,0.3,728587.0146063433,1.0,0.1569,0.8702,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.614218,-81.432177",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.614218%20-81.432177,"https://www.google.com/maps?q=28.614218,-81.432177&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_7a85866ed4f5,276,249,Florida,,,26.401184,-80.095738,107195.24,54.57,3644328.37,0.1,0.3,1039722.5068116602,1.0,0.1569,0.8706,35.5,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.401184,-80.095738",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.401184%20-80.095738,"https://www.google.com/maps?q=26.401184,-80.095738&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_45314661059b,277,250,Florida,,,28.474806,-81.236495,422476.51,54.57,14362980.38,0.1,0.3,752085.7239140884,1.0,0.1569,0.8457,35.49,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.474806,-81.236495",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.474806%20-81.236495,"https://www.google.com/maps?q=28.474806,-81.236495&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_845c017d66b9,278,251,Florida,,,27.48479,-82.553747,188960.87,54.57,6424123.48,0.1,0.3,843171.3218004113,1.0,0.1569,0.8629,35.49,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.48479,-82.553747",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.48479%20-82.553747,"https://www.google.com/maps?q=27.48479,-82.553747&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_9f5d3af14a63,279,252,Florida,,,26.619118,-81.843058,180790.94,54.57,6146369.47,0.1,0.3,961652.0103869428,1.0,0.1569,0.8643,35.49,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.619118,-81.843058",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.619118%20-81.843058,"https://www.google.com/maps?q=26.619118,-81.843058&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_29e2c1ccd1b3,280,253,Florida,,,27.889448,-82.757051,138270.73,54.57,4700805.22,0.1,0.3,790327.3238387269,1.0,0.1569,0.867,35.49,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/27.889448,-82.757051",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2027.889448%20-82.757051,"https://www.google.com/maps?q=27.889448,-82.757051&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_32d25ff144b4,281,254,Florida,,,30.441046,-84.305408,136143.34,54.57,4628480.11,0.1,0.3,473452.0516960468,1.0,0.1569,0.8676,35.49,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/30.441046,-84.305408",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2030.441046%20-84.305408,"https://www.google.com/maps?q=30.441046,-84.305408&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_eb34ab37e366,282,255,Florida,,,26.402671,-80.120387,131866.9,54.57,4483093.5,0.1,0.3,1038588.9543358994,1.0,0.1569,0.8676,35.49,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.402671,-80.120387",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.402671%20-80.120387,"https://www.google.com/maps?q=26.402671,-80.120387&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_f96e6d8c6a0a,283,256,Florida,,,28.760215,-82.014762,119154.23,54.57,4050899.46,0.1,0.3,693938.1895226014,1.0,0.1569,0.8687,35.49,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/28.760215,-82.014762",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2028.760215%20-82.014762,"https://www.google.com/maps?q=28.760215,-82.014762&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
florida_4a4948bae2b8,284,257,Florida,,,26.279485,-80.284594,100445.63,54.57,3414861.13,0.1,0.3,1046792.838349716,1.0,0.1569,0.8703,35.49,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,global_top_500,pending,Sentinel-2 / Landsat / Google Earth Engine,pending,,,,,,,,,,,,,,"https://earth.google.com/web/search/26.279485,-80.284594",https://www.google.com/search?q=Google%20Earth%20Engine%20Sentinel-2%20Landsat%2026.279485%20-80.284594,"https://www.google.com/maps?q=26.279485,-80.284594&t=k&z=20",1) Review Copernicus Browser for Sentinel/Landsat site context; 2) Review Google Earth context; 3) Use high-res confirmation for rooftop/cooling validation; 4) Fill support/confidence notes
