id,name,state,city,latitude,longitude,roof_area_sqft,roof_over_100k,roof_area_score,roof_threshold_bonus,annual_rain_inches,annual_precip_score,annual_capture_gallons,annual_capture_score,cooling_degree_days,cooling_degree_days_score,water_cost,water_cost_score,state_policy_score,local_incentive_score,cooling_tower_score,cooling_confidence,building_type_score,facility_score,improvement_value_score,flood_score,water_stress_score,esg_score,leed_score,energy_star_score,opportunity_type,explanation,visual_notes,cooling_tower_distance_m,facility_distance_m,energy_star_distance_m,leed_distance_m,policy_notes,building_perimeter_ft,bbox_width_ft,bbox_height_ft,bbox_area_sqft,elongation_ratio,rectangularity_score,shape_compactness,perimeter_score,rectangular_roof_score,compact_roof_score,elongation_penalty_score,roof_geometry_quality_score,base_viability_score,confidence_multiplier,final_viability_score,global_rank,state_rank,building_name,short_address,zip_code
florida_e50d5be5695d,Candidate florida_e50d5be5695d,Florida,Unknown City,28.438316,-81.394712,198789.26,True,0.0015,1,54.57,0.8812,6758260.34,0.0099,355,1.0,37,0.1569,0,0,0.1,0.3,0.0015,1.0,0.2741,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,751111.8996031346,75.3735015841,,,,2188.06,864.11,230.51,199186.0,3.7487,0.998,0.5218,0.0186,0.998,0.5218,0.8957,0.8109,0.397095,0.88,34.94,845,803,Candidate florida_e50d5be5695d,,
florida_1244609856a2,Candidate florida_1244609856a2,Florida,Unknown City,27.959114,-82.520978,153302.69,True,0.0008,1,54.57,0.8812,5211848.42,0.0073,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,784335.7029782168,11.2327903235,,,,1800.26,649.73,253.88,164953.45,2.5592,0.9294,0.5944,0.0116,0.9294,0.5944,0.9408,0.8144,0.397098,0.88,34.94,846,804,Candidate florida_1244609856a2,,
florida_9d9b26bae23a,Candidate florida_9d9b26bae23a,Florida,Unknown City,26.516575,-80.060847,150462.91,True,0.0008,1,54.57,0.8812,5115304.1,0.0071,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2731,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1027688.5529683908,159.4161053214,,,,1592.36,411.6,464.89,191348.72,1.1295,0.7863,0.7457,0.0079,0.7863,0.7457,0.9951,0.8138,0.397002,0.88,34.94,847,805,Candidate florida_9d9b26bae23a,,
florida_6b1cc221d4ce,Candidate florida_6b1cc221d4ce,Florida,Unknown City,28.422607,-81.401972,141451.41,True,0.0006,1,54.57,0.8812,4808939.15,0.0066,355,1.0,37,0.1569,0,0,0.1,0.3,0.0006,1.0,0.2729,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,752776.7966305956,152.9139042355,,,,1794.53,210.73,688.53,145093.93,3.2674,0.9749,0.552,0.0115,0.9749,0.552,0.914,0.8147,0.39702,0.88,34.94,848,806,Candidate florida_6b1cc221d4ce,,
florida_3e9c59e70b46,Candidate florida_3e9c59e70b46,Florida,Unknown City,30.540434,-87.214944,128304.79,True,0.0004,1,54.57,0.8812,4361992.06,0.0059,355,1.0,37,0.1569,0,0,0.1,0.3,0.0004,1.0,0.2727,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,620014.1948032683,95.2863493861,,,,1458.85,349.15,467.73,163307.93,1.3396,0.7857,0.7576,0.0054,0.7857,0.7576,0.9871,0.8161,0.397074,0.88,34.94,849,807,Candidate florida_3e9c59e70b46,,
florida_b79f63de8c97,Candidate florida_b79f63de8c97,Florida,Unknown City,28.463274,-81.329902,124657.44,True,0.0004,1,54.57,0.8812,4237992.7,0.0057,355,1.0,37,0.1569,0,0,0.1,0.3,0.0004,1.0,0.2726,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,750249.9392751215,156.7256864675,,,,1694.39,192.11,658.47,126498.67,3.4276,0.9854,0.5456,0.0097,0.9854,0.5456,0.9079,0.816,0.397038,0.88,34.94,850,808,Candidate florida_b79f63de8c97,,
florida_c8df58562dfe,Candidate florida_c8df58562dfe,Florida,Unknown City,25.79128,-80.311267,122449.02,True,0.0003,1,54.57,0.8812,4162912.8,0.0056,355,1.0,37,0.1569,0,0,0.1,0.3,0.0003,1.0,0.2726,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1103174.1006138118,75.5142391632,,,,1596.47,241.78,550.03,132986.25,2.2749,0.9208,0.6037,0.0079,0.9208,0.6037,0.9516,0.816,0.397011,0.88,34.94,851,809,Candidate florida_c8df58562dfe,,
florida_737f07966432,Candidate florida_737f07966432,Florida,Unknown City,28.0217,-82.529594,109475.17,True,0.0001,1,54.57,0.8812,3721839.4,0.0048,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2723,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,776387.6598568663,187.3879476866,,,,1563.36,187.72,600.31,112690.19,3.1979,0.9715,0.5629,0.0073,0.9715,0.5629,0.9166,0.8175,0.397065,0.88,34.94,852,810,Candidate florida_737f07966432,,
florida_a0a378d7d9f9,Candidate florida_a0a378d7d9f9,Florida,Unknown City,28.067513,-81.978448,105442.64,True,0.0001,1,54.57,0.8812,3584745.03,0.0046,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,780527.9553798984,117.2704523935,,,,1483.66,236.66,483.43,114408.54,2.0427,0.9216,0.602,0.0059,0.9216,0.602,0.9604,0.8175,0.397041,0.88,34.94,853,811,Candidate florida_a0a378d7d9f9,,
florida_a849416b14db,Candidate florida_a849416b14db,Florida,Unknown City,29.181083,-82.171614,812373.88,True,0.0109,1,54.57,0.8812,27618364.16,0.0448,355,1.0,37,0.1569,0,0,0.1,0.3,0.0109,1.0,0.2863,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,637888.5624823609,225.057741208,,,,4357.92,853.16,1136.97,970017.33,1.3327,0.8375,0.5375,0.0577,0.8375,0.5375,0.9874,0.7625,0.396885,0.88,34.93,854,812,Candidate florida_a849416b14db,,
florida_da52edacf32d,Candidate florida_da52edacf32d,Florida,Unknown City,30.424174,-81.629869,286045.7,True,0.0028,1,54.57,0.8812,9724727.13,0.0149,355,1.0,37,0.1569,0,0,0.1,0.3,0.0028,1.0,0.2758,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,503209.4691952221,128.7361045977,,,,2454.95,407.59,787.79,321095.33,1.9328,0.8908,0.5964,0.0234,0.8908,0.5964,0.9646,0.8025,0.396882,0.88,34.93,855,813,Candidate florida_da52edacf32d,,
florida_332e1aceb622,Candidate florida_332e1aceb622,Florida,Unknown City,26.509716,-81.945133,254496.59,True,0.0024,1,54.57,0.8812,8652148.56,0.0131,355,1.0,37,0.1569,0,0,0.1,0.3,0.0024,1.0,0.2752,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,973131.355261246,153.9838019869,,,,2326.59,667.99,426.09,284623.86,1.5677,0.8942,0.5908,0.0211,0.8942,0.5908,0.9785,0.8049,0.396894,0.88,34.93,856,814,Candidate florida_332e1aceb622,,
florida_aa6562bc159b,Candidate florida_aa6562bc159b,Florida,Unknown City,25.795051,-80.406738,207688.9,True,0.0016,1,54.57,0.8812,7060822.38,0.0104,355,1.0,37,0.1569,0,0,0.1,0.3,0.0016,1.0,0.2742,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1099489.6710221062,226.4003042693,,,,2225.8,873.97,240.55,210233.48,3.6332,0.9879,0.5268,0.0193,0.9879,0.5268,0.9001,0.809,0.396942,0.88,34.93,857,815,Candidate florida_aa6562bc159b,,
florida_0e9dd6ca52bf,Candidate florida_0e9dd6ca52bf,Florida,Unknown City,25.912951,-80.154658,194480.68,True,0.0014,1,54.57,0.8812,6611781.07,0.0097,355,1.0,37,0.1569,0,0,0.1,0.3,0.0014,1.0,0.274,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1094457.6523774953,121.2916219207,,,,1910.68,413.43,559.53,231326.49,1.3534,0.8407,0.6694,0.0136,0.8407,0.6694,0.9866,0.8099,0.396936,0.88,34.93,858,816,Candidate florida_0e9dd6ca52bf,,
florida_27152cc3c8b6,Candidate florida_27152cc3c8b6,Florida,Unknown City,28.003016,-82.529468,174646.21,True,0.0011,1,54.57,0.8812,5937466.41,0.0085,355,1.0,37,0.1569,0,0,0.1,0.3,0.0011,1.0,0.2736,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,778727.9112940803,98.0401502786,,,,1915.87,650.82,293.69,191139.33,2.216,0.9137,0.5979,0.0137,0.9137,0.5979,0.9539,0.8112,0.396903,0.88,34.93,859,817,Candidate florida_27152cc3c8b6,,
florida_0eaf0dac9865,Candidate florida_0eaf0dac9865,Florida,Unknown City,28.551385,-81.411383,173217.5,True,0.0011,1,54.57,0.8812,5888894.4,0.0084,355,1.0,37,0.1569,0,0,0.1,0.3,0.0011,1.0,0.2735,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,736880.4146660158,175.1186102695,,,,1788.36,490.86,423.69,207972.47,1.1585,0.8329,0.6806,0.0114,0.8329,0.6806,0.994,0.8118,0.396963,0.88,34.93,860,818,Candidate florida_0eaf0dac9865,,
florida_17fe328acbe9,Candidate florida_17fe328acbe9,Florida,Unknown City,26.120765,-80.141897,164848.27,True,0.001,1,54.57,0.8812,5604364.77,0.008,355,1.0,37,0.1569,0,0,0.1,0.3,0.001,1.0,0.2734,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1070645.815030583,39.8763969039,,,,1842.67,312.63,585.33,182991.72,1.8723,0.9009,0.6101,0.0124,0.9009,0.6101,0.9669,0.8123,0.39696,0.88,34.93,861,819,Candidate florida_17fe328acbe9,,
florida_dc9e817cb570,Candidate florida_dc9e817cb570,Florida,Unknown City,27.34956,-82.403945,159556.03,True,0.0009,1,54.57,0.8812,5424443.9,0.0077,355,1.0,37,0.1569,0,0,0.1,0.3,0.0009,1.0,0.2733,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,861964.9821092299,176.3478049209,,,,1735.01,433.52,436.27,189131.77,1.0063,0.8436,0.6661,0.0104,0.8436,0.6661,0.9998,0.8127,0.396957,0.88,34.93,862,820,Candidate florida_dc9e817cb570,,
florida_677ac66c40c3,Candidate florida_677ac66c40c3,Florida,Unknown City,29.550717,-81.238537,120158.53,True,0.0003,1,54.57,0.8812,4085042.76,0.0054,355,1.0,37,0.1569,0,0,0.1,0.3,0.0003,1.0,0.2725,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,623594.1148508652,203.549973306,,,,1509.05,456.89,305.22,139451.97,1.4969,0.8616,0.6631,0.0064,0.8616,0.6631,0.9811,0.816,0.396987,0.88,34.93,863,821,Candidate florida_677ac66c40c3,,
florida_b83878cb8102,Candidate florida_b83878cb8102,Florida,Unknown City,27.442941,-80.399839,117418.45,True,0.0003,1,54.57,0.8812,3991887.96,0.0053,355,1.0,37,0.1569,0,0,0.1,0.3,0.0003,1.0,0.2725,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,906159.3523914184,77.5504604302,,,,1492.46,323.59,423.05,136894.75,1.3074,0.8577,0.6624,0.0061,0.8577,0.6624,0.9883,0.8155,0.396915,0.88,34.93,864,822,Candidate florida_b83878cb8102,,
florida_c81b48caa1da,Candidate florida_c81b48caa1da,Florida,Unknown City,28.480037,-81.298712,114557.1,True,0.0002,1,54.57,0.8812,3894610.33,0.0051,355,1.0,37,0.1569,0,0,0.1,0.3,0.0002,1.0,0.2724,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,749291.5446324582,12.1806677735,,,,1612.85,623.43,188.22,117341.99,3.3122,0.9763,0.5534,0.0082,0.9763,0.5534,0.9123,0.8155,0.396876,0.88,34.93,865,823,Candidate florida_c81b48caa1da,,
florida_2be7c539c36b,Candidate florida_2be7c539c36b,Florida,Unknown City,30.424637,-84.326456,109746.73,True,0.0001,1,54.57,0.8812,3731071.65,0.0048,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2723,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,476035.1021859969,51.3416529515,,,,1459.39,309.34,407.03,125910.66,1.3158,0.8716,0.6475,0.0055,0.8716,0.6475,0.988,0.8164,0.396933,0.88,34.93,866,824,Candidate florida_2be7c539c36b,,
florida_e502012c00bf,Candidate florida_e502012c00bf,Florida,Unknown City,28.506328,-81.438997,105419.57,True,0.0001,1,54.57,0.8812,3583960.72,0.0046,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,741434.5910027388,65.5034432022,,,,1515.07,576.32,191.6,110422.91,3.0079,0.9547,0.5771,0.0065,0.9547,0.5771,0.9238,0.8164,0.396909,0.88,34.93,867,825,Candidate florida_e502012c00bf,,
florida_9bfd596e7360,Candidate florida_9bfd596e7360,Florida,Unknown City,28.514615,-81.383669,105018.68,True,0.0001,1,54.57,0.8812,3570331.62,0.0046,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,742246.7463139703,39.8077364446,,,,1504.65,556.96,199.09,110885.17,2.7975,0.9471,0.5829,0.0063,0.9471,0.5829,0.9318,0.8166,0.396933,0.88,34.93,868,826,Candidate florida_9bfd596e7360,,
florida_065f35e1a26c,Candidate florida_065f35e1a26c,Florida,Unknown City,27.940346,-82.351277,103323.2,True,0.0001,1,54.57,0.8812,3512690.2,0.0045,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,789190.512877574,57.3533167503,,,,1528.49,589.83,179.42,105827.3,3.2874,0.9763,0.5558,0.0067,0.9763,0.5558,0.9132,0.8165,0.396909,0.88,34.93,869,827,Candidate florida_065f35e1a26c,,
florida_7bb0aec3b76e,Candidate florida_7bb0aec3b76e,Florida,Unknown City,25.919249,-80.226909,102964.67,True,0.0,1,54.57,0.8812,3500501.21,0.0044,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1091111.0483558164,125.6111590531,,,,1426.04,519.34,220.49,114509.28,2.3554,0.8992,0.6363,0.0049,0.8992,0.6363,0.9486,0.8171,0.396954,0.88,34.93,870,828,Candidate florida_7bb0aec3b76e,,
florida_97a1207039d9,Candidate florida_97a1207039d9,Florida,Unknown City,25.834365,-80.330515,100252.41,True,0.0,1,54.57,0.8812,3408292.21,0.0043,355,1.0,37,0.1569,0,0,0.1,0.3,0.0,1.0,0.2721,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1097444.9282325772,155.1904616588,,,,1528.54,169.1,596.49,100866.46,3.5274,0.9939,0.5392,0.0067,0.9939,0.5392,0.9041,0.8168,0.396906,0.88,34.93,871,829,Candidate florida_97a1207039d9,,
florida_9dde23adc209,Candidate florida_9dde23adc209,Florida,Unknown City,30.525459,-87.191552,257354.71,True,0.0024,1,54.57,0.8812,8749316.38,0.0132,355,1.0,37,0.1569,0,0,0.1,0.3,0.0024,1.0,0.2752,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,619629.5582251297,32.5226968391,,,,2339.79,884.2,318.84,281918.33,2.7732,0.9129,0.5907,0.0213,0.9129,0.5907,0.9327,0.8041,0.39681,0.88,34.92,872,830,Candidate florida_9dde23adc209,,
florida_2dce25229794,Candidate florida_2dce25229794,Florida,Unknown City,28.045807,-82.424599,192596.75,True,0.0014,1,54.57,0.8812,6547732.9,0.0095,355,1.0,37,0.1569,0,0,0.1,0.3,0.0014,1.0,0.2739,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,774879.8760170689,91.5739518815,,,,1989.67,693.19,308.71,213994.68,2.2454,0.9,0.6114,0.015,0.9,0.6114,0.9527,0.8095,0.396864,0.88,34.92,873,831,Candidate florida_2dce25229794,,
florida_fad2fc975577,Candidate florida_fad2fc975577,Florida,Unknown City,26.228294,-80.14723,173506.27,True,0.0011,1,54.57,0.8812,5898711.75,0.0085,355,1.0,37,0.1569,0,0,0.1,0.3,0.0011,1.0,0.2736,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1057892.1297774732,239.2795550432,,,,1980.79,765.5,235.73,180451.32,3.2474,0.9615,0.5557,0.0149,0.9615,0.5557,0.9147,0.8101,0.396771,0.88,34.92,874,832,Candidate florida_fad2fc975577,,
florida_c6edf4c6806d,Candidate florida_c6edf4c6806d,Florida,Unknown City,27.988387,-82.110671,157637.09,True,0.0009,1,54.57,0.8812,5359205.49,0.0076,355,1.0,37,0.1569,0,0,0.1,0.3,0.0009,1.0,0.2733,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,787544.7377269544,162.0456870048,,,,1812.45,287.06,603.85,173341.18,2.1036,0.9094,0.603,0.0118,0.9094,0.603,0.9581,0.8119,0.396849,0.88,34.92,875,833,Candidate florida_c6edf4c6806d,,
florida_91caa3d7638b,Candidate florida_91caa3d7638b,Florida,Unknown City,28.008162,-82.353259,149610.3,True,0.0008,1,54.57,0.8812,5086317.83,0.0071,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2731,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,780700.9716507387,137.1928038352,,,,1738.95,468.21,362.38,169669.94,1.292,0.8818,0.6217,0.0105,0.8818,0.6217,0.9889,0.8122,0.39681,0.88,34.92,876,834,Candidate florida_91caa3d7638b,,
florida_e19e72a79d6d,Candidate florida_e19e72a79d6d,Florida,Unknown City,27.29741,-82.494439,133943.52,True,0.0005,1,54.57,0.8812,4553692.58,0.0062,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2728,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,867251.1447204478,102.2194190047,,,,1640.46,547.47,273.72,149853.49,2.0001,0.8938,0.6255,0.0087,0.8938,0.6255,0.9621,0.8136,0.396825,0.88,34.92,877,835,Candidate florida_e19e72a79d6d,,
florida_def1a7295fa9,Candidate florida_def1a7295fa9,Florida,Unknown City,28.662344,-81.356611,132759.19,True,0.0005,1,54.57,0.8812,4513428.79,0.0061,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2727,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,725322.6371447003,166.7488562474,,,,1522.3,435.71,378.35,164850.88,1.1516,0.8053,0.7199,0.0066,0.8053,0.7199,0.9942,0.8132,0.396765,0.88,34.92,878,836,Candidate florida_def1a7295fa9,,
florida_65bf75ad1a8b,Candidate florida_65bf75ad1a8b,Florida,Unknown City,26.077543,-80.123038,117161.73,True,0.0003,1,54.57,0.8812,3983160.22,0.0053,355,1.0,37,0.1569,0,0,0.1,0.3,0.0003,1.0,0.2725,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1076397.5293194794,217.5226011379,,,,1568.78,214.38,587.97,126049.01,2.7427,0.9295,0.5982,0.0074,0.9295,0.5982,0.9339,0.8144,0.396783,0.88,34.92,879,837,Candidate florida_65bf75ad1a8b,,
florida_0c58b45d8b67,Candidate florida_0c58b45d8b67,Florida,Unknown City,28.696726,-81.351631,107040.31,True,0.0001,1,54.57,0.8812,3639061.19,0.0047,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,721348.9589153884,75.7099350765,,,,1537.95,192.11,579.99,111421.88,3.0191,0.9607,0.5687,0.0069,0.9607,0.5687,0.9234,0.816,0.396873,0.88,34.92,880,838,Candidate florida_0c58b45d8b67,,
west_virginia_08785e3f64ff,Candidate west_virginia_08785e3f64ff,West Virginia,Unknown City,39.453492,-77.986418,112244.29,True,0.0002,1,45.3,0.6818,3167747.13,0.0039,13,0.0366,123,1.0,0,0,0.1,0.3,0.0002,1.0,0.6514,0.0,0.0,0.4,0.0134,0.0,Balanced Opportunity,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,194444.1265961112,201.7014988118,,,,1442.51,330.16,428.06,141328.29,1.2965,0.7942,0.6779,0.0052,0.7942,0.6779,0.9888,0.7924,0.396874,0.88,34.92,881,27,Candidate west_virginia_08785e3f64ff,,
